Time,B9156000,,B9156000,,B9156000,,B9156000,,B9156000,,B9156000,
and,Water Temp C,,Turbidity FNU,,Specific Conductivity µS/cm,,pH,,Dissolved Oxygen mg/L,,Chlorophyll µg/L,
Date,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual
9/20/2020 9:00,21.5,1,23.13,1,835,1,7.77,1,5.67,1,11.99,1
9/20/2020 9:15,21.6,1,21.87,1,833,1,7.78,1,5.58,1,11.75,1
9/20/2020 9:30,21.6,1,19.91,1,832,1,7.79,1,5.52,1,11.51,1
9/20/2020 9:45,21.6,1,20.59,1,830,1,7.83,1,5.9,1,14.84,1
9/20/2020 10:00,21.6,1,20.8,1,832,1,7.8,1,5.66,1,13.7,1
9/20/2020 10:15,21.6,1,23.14,1,831,1,7.79,1,5.56,1,11.28,1
9/20/2020 10:30,21.6,1,21.64,1,832,1,7.8,1,5.64,1,12.18,1
9/20/2020 10:45,21.6,1,21.03,1,832,1,7.79,1,5.55,1,11.06,1
9/20/2020 11:00,21.7,1,20.35,1,833,1,7.82,1,5.85,1,11.71,1
9/20/2020 11:15,21.7,1,20.74,1,834,1,7.8,1,5.74,1,9.86,1
9/20/2020 11:30,21.8,1,20.42,1,835,1,7.81,1,5.86,1,11.47,1
9/20/2020 11:45,21.8,1,21.59,1,835,1,7.79,1,5.65,1,10.54,1
9/20/2020 12:00,21.9,1,20.99,1,836,1,7.8,1,5.81,1,8.98,1
9/20/2020 12:15,21.9,1,22.32,1,837,1,7.78,1,5.72,1,9.94,1
9/20/2020 12:30,21.8,1,21.82,1,838,1,7.77,1,5.69,1,8.71,1
9/20/2020 12:45,22,1,21.7,1,839,1,7.8,1,5.82,1,9.46,1
9/20/2020 13:00,22.1,1,20.97,1,840,1,7.8,1,5.94,1,9.9,1
9/20/2020 13:15,22.1,1,20.26,1,841,1,7.8,1,5.9,1,9.27,1
9/20/2020 13:30,22.1,1,21.54,1,841,1,7.78,1,5.93,1,10.65,1
9/20/2020 13:45,22.3,1,19.22,1,841,1,7.8,1,6.07,1,11.19,1
9/20/2020 14:00,22.2,1,19.03,1,842,1,7.79,1,6.04,1,11.63,1
9/20/2020 14:15,22.3,1,19.42,1,842,1,7.79,1,5.99,1,9.63,1
9/20/2020 14:30,22.4,1,20.46,1,843,1,7.79,1,6.13,1,12.83,1
9/20/2020 14:45,22.4,1,19.5,1,843,1,7.79,1,6.1,1,10.76,1
9/20/2020 15:00,22.4,1,19.75,1,843,1,7.78,1,5.82,1,7,1
9/20/2020 15:15,22.4,1,16.93,1,843,1,7.76,1,5.61,1,5.48,1
9/20/2020 15:30,22.4,1,19.15,1,844,1,7.78,1,5.8,1,9.69,1
9/20/2020 15:45,22.4,1,19.14,1,844,1,7.78,1,6.04,1,8.45,1
9/20/2020 16:00,22.4,1,19.37,1,844,1,7.78,1,5.95,1,8.28,1
9/20/2020 16:15,22.4,1,19.65,1,845,1,7.77,1,5.88,1,8.49,1
9/20/2020 16:30,22.4,1,18.79,1,845,1,7.77,1,5.93,1,7.24,1
9/20/2020 16:45,22.5,1,18.45,1,846,1,7.77,1,5.85,1,7.23,1
9/20/2020 17:00,22.4,1,19.31,1,846,1,7.77,1,5.74,1,7.96,1
9/20/2020 17:15,22.3,1,18.52,1,845,1,7.75,1,5.4,1,5.7,1
9/20/2020 17:30,22.2,1,15.26,1,843,1,7.73,1,5.11,1,5.18,1
9/20/2020 17:45,22.2,1,21.02,1,841,1,7.73,1,5.32,1,6.79,1
9/20/2020 18:00,22,1,21.16,1,840,1,7.69,1,4.69,1,5.09,1
9/20/2020 18:15,21.9,1,18.13,1,839,1,7.7,1,4.7,1,4.84,1
9/20/2020 18:30,21.8,1,16.06,1,838,1,7.7,1,4.99,1,5.02,1
9/20/2020 18:45,21.8,1,16.43,1,837,1,7.7,1,5.09,1,4.79,1
9/20/2020 19:00,21.8,1,20.39,1,836,1,7.71,1,5.03,1,5.44,1
9/20/2020 19:15,21.8,1,19.06,1,837,1,7.73,1,5.08,1,5.85,1
9/20/2020 19:30,22.1,1,19.62,1,840,1,7.78,1,5.63,1,7.63,1
9/20/2020 19:45,22,1,19.32,1,834,1,7.77,1,5.4,1,7.68,1
9/20/2020 20:00,22.4,1,15.71,1,843,1,7.84,1,6.56,1,10.21,1
9/20/2020 20:15,22.5,1,14.82,1,839,1,7.87,1,7.05,1,10.52,1
9/20/2020 20:30,22.6,1,15.93,1,836,1,7.91,1,7.33,1,10.76,1
9/20/2020 20:45,22.8,1,17.1,1,833,1,7.95,1,7.59,1,12.08,1
9/20/2020 21:00,22.9,1,18.39,1,830,1,7.98,1,7.64,1,14.9,1
9/20/2020 21:15,22.8,1,18.54,1,829,1,7.98,1,7.54,1,13.76,1
9/20/2020 21:30,22.8,1,19.52,1,827,1,7.97,1,7.2,1,15.06,1
9/20/2020 21:45,22.7,1,21.19,1,827,1,7.96,1,6.92,1,16.04,1
9/20/2020 22:00,22.6,1,20.23,1,827,1,7.96,1,6.8,1,12.85,1
9/20/2020 22:15,22.6,1,21.22,1,828,1,7.96,1,6.7,1,12.93,1
9/20/2020 22:30,22.6,1,19.95,1,827,1,7.96,1,6.77,1,14.63,1
9/20/2020 22:45,22.6,1,20.99,1,827,1,7.96,1,6.72,1,14.27,1
9/20/2020 23:00,22.6,1,22.88,1,828,1,7.96,1,6.69,1,13.93,1
9/20/2020 23:15,22.6,1,20.74,1,828,1,7.96,1,6.76,1,13.33,1
9/20/2020 23:30,22.6,1,18.9,1,828,1,7.95,1,6.77,1,12.9,1
9/20/2020 23:45,22.6,1,18.12,1,828,1,7.94,1,6.71,1,13.72,1
9/21/2020 0:00,22.5,1,20.2,1,828,1,7.94,1,6.72,1,14.54,1
9/21/2020 0:15,22.5,1,17.45,1,829,1,7.93,1,6.51,1,11.77,1
9/21/2020 0:30,22.5,1,19.49,1,829,1,7.93,1,6.62,1,13.57,1
9/21/2020 0:45,22.5,1,18.22,1,829,1,7.91,1,6.52,1,12.38,1
9/21/2020 1:00,22.4,1,18.65,1,829,1,7.92,1,6.56,1,14.35,1
9/21/2020 1:15,22.4,1,19.01,1,830,1,7.89,1,6.48,1,11.85,1
9/21/2020 1:30,22.4,1,21.37,1,831,1,7.89,1,6.49,1,13.25,1
9/21/2020 1:45,22.3,1,21.28,1,831,1,7.87,1,6.35,1,11.87,1
9/21/2020 2:00,22.3,1,20.47,1,832,1,7.86,1,6.3,1,10.93,1
9/21/2020 2:15,22.3,1,27.36,1,831,1,7.86,1,6.16,1,11.28,1
9/21/2020 2:30,22.2,1,20.84,1,833,1,7.85,1,6.34,1,12.24,1
9/21/2020 2:45,22.1,1,21.54,1,834,1,7.83,1,6.39,1,12.18,1
9/21/2020 3:00,22.1,1,24.04,1,834,1,7.83,1,6.28,1,11.13,1
9/21/2020 3:15,22.1,1,21.52,1,835,1,7.81,1,6.3,1,9.99,1
9/21/2020 3:30,22,1,21.03,1,836,1,7.81,1,6.21,1,9.99,1
9/21/2020 3:45,22,1,22.35,1,836,1,7.81,1,6.21,1,11.18,1
9/21/2020 4:00,22,1,22.14,1,837,1,7.8,1,6.18,1,9.6,1
9/21/2020 4:15,21.9,1,22.65,1,838,1,7.79,1,6.17,1,9.98,1
9/21/2020 4:30,21.9,1,21.88,1,838,1,7.79,1,5.99,1,9.1,1
9/21/2020 4:45,21.8,1,22.48,1,838,1,7.78,1,6.1,1,9.4,1
9/21/2020 5:00,21.8,1,19.43,1,839,1,7.78,1,6.07,1,8.97,1
9/21/2020 5:15,21.8,1,21.32,1,839,1,7.78,1,6.12,1,9.77,1
9/21/2020 5:30,21.7,1,20.52,1,839,1,7.77,1,6.02,1,9.98,1
9/21/2020 5:45,21.7,1,21.99,1,839,1,7.77,1,6.03,1,9.48,1
9/21/2020 6:00,21.7,1,19.5,1,840,1,7.77,1,5.96,1,9.47,1
9/21/2020 6:15,21.6,1,19.7,1,840,1,7.77,1,5.97,1,10.47,1
9/21/2020 6:30,21.6,1,20.15,1,841,1,7.76,1,5.84,1,9.14,1
9/21/2020 6:45,21.6,1,20.02,1,841,1,7.76,1,5.78,1,8.1,1
9/21/2020 7:00,21.6,1,20.34,1,841,1,7.76,1,5.79,1,9.38,1
9/21/2020 7:15,21.6,1,21.81,1,842,1,7.74,1,5.64,1,9.83,1
9/21/2020 7:30,21.6,1,20.29,1,842,1,7.74,1,5.52,1,8.76,1
9/21/2020 7:45,21.5,1,20.64,1,843,1,7.74,1,5.47,1,8.77,1
9/21/2020 8:00,21.5,1,19.95,1,842,1,7.74,1,5.42,1,10.13,1
9/21/2020 8:15,21.5,1,19.17,1,843,1,7.74,1,5.34,1,9.1,1
9/21/2020 8:30,21.6,1,18.91,1,843,1,7.74,1,5.16,1,9.34,1
9/21/2020 8:45,21.6,1,19.09,1,843,1,7.74,1,5.14,1,8.56,1
9/21/2020 9:00,21.6,1,24.17,1,843,1,7.75,1,5.4,1,8.79,1
9/21/2020 9:15,21.6,1,19.6,1,843,1,7.75,1,5.4,1,7.72,1
9/21/2020 9:30,21.6,1,18.62,1,842,1,7.75,1,5.49,1,7.5,1
9/21/2020 9:45,21.6,1,20.25,1,842,1,7.77,1,5.66,1,8.34,1
9/21/2020 10:00,21.6,1,19.97,1,841,1,7.77,1,5.78,1,8.49,1
9/21/2020 10:15,21.7,1,20.03,1,839,1,7.8,1,5.98,1,8.49,1
9/21/2020 10:30,21.7,1,17.86,1,839,1,7.79,1,5.95,1,7.27,1
9/21/2020 10:45,21.7,1,20.19,1,840,1,7.78,1,5.9,1,6.18,1
9/21/2020 11:00,21.7,1,17.91,1,840,1,7.79,1,5.94,1,10.32,1
9/21/2020 11:15,21.7,1,17.21,1,840,1,7.77,1,5.75,1,6.94,1
9/21/2020 11:30,21.7,1,18.79,1,841,1,7.77,1,5.5,1,6.08,1
9/21/2020 11:45,21.9,1,18.75,1,843,1,7.8,1,5.76,1,10.03,1
9/21/2020 12:00,21.9,1,17.18,1,843,1,7.78,1,5.64,1,7.81,1
9/21/2020 12:15,22,1,18.29,1,843,1,7.78,1,5.6,1,8.85,1
9/21/2020 12:30,22,1,16.77,1,844,1,7.77,1,5.51,1,9.02,1
9/21/2020 12:45,22,1,18.4,1,845,1,7.76,1,5.32,1,9.14,1
9/21/2020 13:00,22,1,18.11,1,845,1,7.75,1,5.22,1,9.02,1
9/21/2020 13:15,22,1,16.5,1,845,1,7.75,1,5.1,1,6.75,1
9/21/2020 13:30,22.1,1,17.37,1,845,1,7.75,1,5.04,1,7.11,1
9/21/2020 13:45,22.1,1,18.65,1,845,1,7.74,1,4.95,1,5.86,1
9/21/2020 14:00,22.1,1,15.21,1,845,1,7.75,1,4.96,1,5.11,1
9/21/2020 14:15,22.3,1,16.2,1,845,1,7.79,1,5.4,1,5.17,1
9/21/2020 14:30,22.6,1,15.35,1,845,1,7.81,1,5.7,1,6.51,1
9/21/2020 14:45,22.5,1,16.28,1,847,1,7.79,1,5.39,1,5.28,1
9/21/2020 15:00,22.4,1,15.73,1,848,1,7.77,1,5.12,1,5.44,1
9/21/2020 15:15,22.7,1,16.18,1,848,1,7.82,1,5.66,1,5.2,1
9/21/2020 15:30,22.8,1,15.47,1,847,1,7.82,1,5.69,1,6.36,1
9/21/2020 15:45,22.7,1,14.8,1,847,1,7.79,1,5.5,1,6.68,1
9/21/2020 16:00,22.6,1,14.32,1,847,1,7.78,1,5.37,1,5,1
9/21/2020 16:15,22.7,1,16.16,1,848,1,7.78,1,5.5,1,6.35,1
9/21/2020 16:30,22.8,1,17.58,1,848,1,7.79,1,5.73,1,6.71,1
9/21/2020 16:45,22.7,1,29.13,1,850,1,7.77,1,5.55,1,7.4,1
9/21/2020 17:00,22.9,1,21.58,1,849,1,7.81,1,5.86,1,12.16,1
9/21/2020 17:15,22.9,1,16.15,1,850,1,7.82,1,6.22,1,14.73,1
9/21/2020 17:30,22.6,1,17.46,1,851,1,7.75,1,5.43,1,7.67,1
9/21/2020 17:45,22.8,1,15.47,1,852,1,7.8,1,6.06,1,9.9,1
9/21/2020 18:00,22.6,1,15.14,1,852,1,7.75,1,5.46,1,8.37,1
9/21/2020 18:15,22.5,1,14.99,1,853,1,7.72,1,5.38,1,9.32,1
9/21/2020 18:30,22.5,1,14.13,1,853,1,7.71,1,5.17,1,6.3,1
9/21/2020 18:45,22.4,1,15.5,1,854,1,7.69,1,4.72,1,5.8,1
9/21/2020 19:00,22.3,1,15.47,1,854,1,7.68,1,4.95,1,9.77,1
9/21/2020 19:15,22.4,1,15.7,1,854,1,7.73,1,5.22,1,10.73,1
9/21/2020 19:30,22.8,1,14.96,1,850,1,7.85,1,6.35,1,14.85,1
9/21/2020 19:45,22.8,1,15.61,1,848,1,7.85,1,6.57,1,14.21,1
9/21/2020 20:00,22.7,1,16.71,1,846,1,7.84,1,6.62,1,14.03,1
9/21/2020 20:15,22.7,1,15.83,1,846,1,7.83,1,6.54,1,14.03,1
9/21/2020 20:30,22.7,1,17.47,1,843,1,7.85,1,6.77,1,14.55,1
9/21/2020 20:45,22.7,1,17.83,1,843,1,7.85,1,6.64,1,14.08,1
9/21/2020 21:00,22.6,1,19.18,1,841,1,7.84,1,6.64,1,15.73,1
9/21/2020 21:15,22.6,1,20.1,1,840,1,7.86,1,6.74,1,15.08,1
9/21/2020 21:30,22.6,1,20.96,1,838,1,7.89,1,6.87,1,15.08,1
9/21/2020 21:45,22.5,1,21.33,1,835,1,7.88,1,6.88,1,15.07,1
9/21/2020 22:00,22.4,1,22.1,1,836,1,7.86,1,6.77,1,14.83,1
9/21/2020 22:15,22.4,1,21.78,1,837,1,7.88,1,6.7,1,15.26,1
9/21/2020 22:30,22.4,1,20.34,1,837,1,7.91,1,6.66,1,14.68,1
9/21/2020 22:45,22.4,1,19.88,1,838,1,7.93,1,6.63,1,11.77,1
9/21/2020 23:00,22.3,1,20.21,1,838,1,7.94,1,6.56,1,14.04,1
9/21/2020 23:15,22.3,1,19.9,1,838,1,7.94,1,6.56,1,13.93,1
9/21/2020 23:30,22.3,1,31.7,1,838,1,7.94,1,6.55,1,14.64,1
9/21/2020 23:45,22.3,1,20.17,1,837,1,7.93,1,6.52,1,13.56,1
9/22/2020 0:00,22.2,1,18.62,1,837,1,7.93,1,6.58,1,13.53,1
9/22/2020 0:15,22.2,1,18.79,1,837,1,7.93,1,6.52,1,13.91,1
9/22/2020 0:30,22.2,1,19.44,1,837,1,7.93,1,6.5,1,13.81,1
9/22/2020 0:45,22.2,1,20.33,1,837,1,7.92,1,6.47,1,13.94,1
9/22/2020 1:00,22.2,1,22.21,1,837,1,7.92,1,6.42,1,15.53,1
9/22/2020 1:15,22.2,1,20.29,1,837,1,7.91,1,6.38,1,14.76,1
9/22/2020 1:30,22.2,1,21.5,1,838,1,7.9,1,6.35,1,13.8,1
9/22/2020 1:45,22.2,1,20.53,1,838,1,7.89,1,6.23,1,12.84,1
9/22/2020 2:00,22.2,1,22.57,1,838,1,7.89,1,6.3,1,13.42,1
9/22/2020 2:15,22.2,1,20.64,1,839,1,7.89,1,6.22,1,12.2,1
9/22/2020 2:30,22.2,1,20.95,1,839,1,7.88,1,6.2,1,12.73,1
9/22/2020 2:45,22.1,1,19.71,1,839,1,7.88,1,6.09,1,12.16,1
9/22/2020 3:00,22.1,1,20.43,1,840,1,7.86,1,6.16,1,12.14,1
9/22/2020 3:15,22.1,1,21.41,1,841,1,7.85,1,6.1,1,12.85,1
9/22/2020 3:30,22.1,1,21.03,1,841,1,7.85,1,6.08,1,11.86,1
9/22/2020 3:45,22,1,22.62,1,842,1,7.84,1,6.08,1,12.55,1
9/22/2020 4:00,22,1,20.53,1,842,1,7.83,1,6.02,1,11.31,1
9/22/2020 4:15,21.9,1,19.95,1,843,1,7.82,1,5.93,1,10.86,1
9/22/2020 4:30,21.9,1,22.19,1,843,1,7.82,1,5.93,1,11.18,1
9/22/2020 4:45,21.9,1,20.17,1,844,1,7.81,1,5.89,1,11.06,1
9/22/2020 5:00,21.9,1,20.86,1,844,1,7.8,1,5.93,1,10.42,1
9/22/2020 5:15,21.8,1,21.76,1,845,1,7.8,1,5.9,1,12.32,1
9/22/2020 5:30,21.8,1,22.03,1,845,1,7.79,1,5.88,1,9.01,1
9/22/2020 5:45,21.8,1,24.4,1,846,1,7.78,1,5.94,1,11.4,1
9/22/2020 6:00,21.7,1,21.51,1,847,1,7.77,1,5.89,1,11.56,1
9/22/2020 6:15,21.7,1,23.82,1,847,1,7.78,1,5.85,1,12.71,1
9/22/2020 6:30,21.7,1,24.46,1,847,1,7.78,1,5.84,1,12.88,1
9/22/2020 6:45,21.6,1,21.51,1,848,1,7.76,1,5.92,1,10.78,1
9/22/2020 7:00,21.6,1,22.5,1,849,1,7.76,1,5.88,1,12.01,1
9/22/2020 7:15,21.6,1,21.83,1,849,1,7.76,1,5.81,1,12.93,1
9/22/2020 7:30,21.6,1,23.06,1,850,1,7.76,1,5.77,1,12.11,1
9/22/2020 7:45,21.5,1,21.65,1,850,1,7.76,1,5.72,1,11.92,1
9/22/2020 8:00,21.5,1,22.72,1,850,1,7.76,1,5.7,1,10.7,1
9/22/2020 8:15,21.5,1,20.29,1,850,1,7.76,1,5.65,1,10.29,1
9/22/2020 8:30,21.5,1,20.12,1,851,1,7.76,1,5.54,1,11.64,1
9/22/2020 8:45,21.5,1,21.1,1,852,1,7.76,1,5.48,1,10.9,1
9/22/2020 9:00,21.5,1,21.52,1,853,1,7.75,1,5.22,1,15.43,1
9/22/2020 9:15,21.6,1,22.01,1,853,1,7.75,1,5.22,1,12.51,1
9/22/2020 9:30,21.6,1,22.56,1,853,1,7.75,1,5.24,1,13.69,1
9/22/2020 9:45,21.6,1,24.43,1,853,1,7.75,1,5.16,1,9.92,1
9/22/2020 10:00,21.6,1,22.65,1,853,1,7.74,1,5.12,1,8.75,1
9/22/2020 10:15,21.5,1,24.12,1,853,1,7.74,1,5.13,1,9.19,1
9/22/2020 10:30,21.5,1,20.69,1,853,1,7.73,1,5.13,1,8.85,1
9/22/2020 10:45,21.5,1,23.75,1,853,1,7.72,1,4.97,1,8.66,1
9/22/2020 11:00,21.6,1,23.62,1,853,1,7.75,1,5.04,1,9.01,1
9/22/2020 11:15,21.6,1,23.93,1,853,1,7.74,1,5.14,1,8.57,1
9/22/2020 11:30,21.6,1,20.81,1,853,1,7.75,1,5.12,1,7.92,1
9/22/2020 11:45,21.7,1,19.33,1,853,1,7.76,1,5.28,1,9.6,1
9/22/2020 12:00,21.8,1,19.91,1,852,1,7.8,1,5.55,1,10.69,1
9/22/2020 12:15,22.1,1,19.8,1,851,1,7.84,1,5.98,1,12.8,1
9/22/2020 12:30,22.3,1,18.8,1,850,1,7.88,1,6.34,1,13.25,1
9/22/2020 12:45,22.5,1,18.99,1,850,1,7.88,1,6.39,1,13,1
9/22/2020 13:00,22.5,1,19.48,1,849,1,7.88,1,6.48,1,13.21,1
9/22/2020 13:15,22.3,1,18.08,1,850,1,7.84,1,6.02,1,7.63,1
9/22/2020 13:30,22.3,1,18.08,1,850,1,7.82,1,5.82,1,6.39,1
9/22/2020 13:45,22.3,1,16.92,1,851,1,7.8,1,5.89,1,6.7,1
9/22/2020 14:00,22.2,1,16.78,1,852,1,7.78,1,5.52,1,6.31,1
9/22/2020 14:15,22.3,1,16.93,1,850,1,7.8,1,5.83,1,7.29,1
9/22/2020 14:30,22.2,1,19.82,1,852,1,7.78,1,5.27,1,5.32,1
9/22/2020 14:45,22.5,1,16.32,1,851,1,7.83,1,5.8,1,6.24,1
9/22/2020 15:00,22.6,1,17.15,1,853,1,7.84,1,5.98,1,8.03,1
9/22/2020 15:15,22.7,1,17.38,1,855,1,7.85,1,6.23,1,12.65,1
9/22/2020 15:30,22.8,1,18.21,1,856,1,7.86,1,6.47,1,20.39,1
9/22/2020 15:45,22.8,1,23.89,1,856,1,7.86,1,6.38,1,19.48,1
9/22/2020 16:00,22.9,1,19.85,1,856,1,7.87,1,6.56,1,22.19,1
9/22/2020 16:15,22.8,1,17.99,1,857,1,7.86,1,6.49,1,21.07,1
9/22/2020 16:30,22.8,1,19.63,1,857,1,7.83,1,6.13,1,14.38,1
9/22/2020 16:45,22.7,1,17.49,1,858,1,7.81,1,5.99,1,12.96,1
9/22/2020 17:00,22.6,1,22.66,1,859,1,7.81,1,6.05,1,15.54,1
9/22/2020 17:15,22.6,1,18.34,1,859,1,7.8,1,5.98,1,13.47,1
9/22/2020 17:30,22.6,1,18.84,1,859,1,7.8,1,5.99,1,13.91,1
9/22/2020 17:45,22.5,1,18.46,1,859,1,7.79,1,6.13,1,16.6,1
9/22/2020 18:00,22.4,1,17.17,1,860,1,7.74,1,5.55,1,12.52,1
9/22/2020 18:15,22.3,1,17.81,1,861,1,7.72,1,5.32,1,10.44,1
9/22/2020 18:30,22.3,1,18.23,1,861,1,7.71,1,5.15,1,9.81,1
9/22/2020 18:45,22.2,1,17.25,1,861,1,7.72,1,5.07,1,9.1,1
9/22/2020 19:00,22.1,1,17.61,1,862,1,7.69,1,5,1,10.68,1
9/22/2020 19:15,22.2,1,17.45,1,861,1,7.73,1,5.48,1,13.95,1
9/22/2020 19:30,22.1,1,17.94,1,861,1,7.76,1,5.2,1,18.13,1
9/22/2020 19:45,22.3,1,20.22,1,855,1,7.84,1,6.54,1,23.23,1
9/22/2020 20:00,22.3,1,22.78,1,854,1,7.84,1,6.57,1,16.36,1
9/22/2020 20:15,22.2,1,18.63,1,854,1,7.82,1,6.39,1,15.79,1
9/22/2020 20:30,22.2,1,21.12,1,854,1,7.81,1,6.24,1,14.88,1
9/22/2020 20:45,22.2,1,21.38,1,854,1,7.79,1,6.11,1,13.87,1
9/22/2020 21:00,22.2,1,23.93,1,853,1,7.81,1,6.13,1,13.95,1
9/22/2020 21:15,22.2,1,22.13,1,851,1,7.84,1,6.31,1,14.2,1
9/22/2020 21:30,22.3,1,22.68,1,848,1,7.88,1,6.72,1,15.47,1
9/22/2020 21:45,22.3,1,22.6,1,845,1,7.93,1,7.12,1,17.46,1
9/22/2020 22:00,22.2,1,20.04,1,844,1,7.92,1,7.08,1,18.05,1
9/22/2020 22:15,22.2,1,20.3,1,844,1,7.91,1,7.03,1,18.3,1
9/22/2020 22:30,22.2,1,21.6,1,844,1,7.93,1,7.12,1,18.03,1
9/22/2020 22:45,22.2,1,22.51,1,843,1,7.94,1,7.14,1,18.77,1
9/22/2020 23:00,22.2,1,23.26,1,843,1,7.97,1,7.18,1,18.21,1
9/22/2020 23:15,22.1,1,21.72,1,843,1,7.98,1,7.1,1,17.23,1
9/22/2020 23:30,22.1,1,21.23,1,844,1,7.99,1,7.05,1,16.2,1
9/22/2020 23:45,22.1,1,19.48,1,844,1,8,1,6.95,1,14.05,1
9/23/2020 0:00,22.1,1,20.08,1,844,1,8,1,6.96,1,15.91,1
9/23/2020 0:15,22.1,1,22.04,1,844,1,7.99,1,6.98,1,16.67,1
9/23/2020 0:30,22,1,19.84,1,844,1,7.99,1,6.93,1,16.95,1
9/23/2020 0:45,22,1,20.86,1,844,1,7.96,1,6.85,1,16.67,1
9/23/2020 1:00,22,1,20.02,1,844,1,7.96,1,6.85,1,19.38,1
9/23/2020 1:15,22,1,21.51,1,844,1,7.96,1,6.83,1,17.72,1
9/23/2020 1:30,22,1,21.05,1,844,1,7.95,1,6.75,1,15.19,1
9/23/2020 1:45,22,1,22.87,1,844,1,7.95,1,6.72,1,16.54,1
9/23/2020 2:00,21.9,1,21.23,1,844,1,7.94,1,6.62,1,19.27,1
9/23/2020 2:15,21.9,1,20.88,1,844,1,7.94,1,6.53,1,16.89,1
9/23/2020 2:30,21.9,1,21.75,1,845,1,7.93,1,6.51,1,16.36,1
9/23/2020 2:45,21.9,1,21.48,1,845,1,7.92,1,6.26,1,17.21,1
9/23/2020 3:00,21.8,1,23,1,845,1,7.91,1,6.36,1,15.17,1
9/23/2020 3:15,21.8,1,22.89,1,846,1,7.9,1,6.33,1,15.15,1
9/23/2020 3:30,21.8,1,22.24,1,846,1,7.9,1,6.31,1,16.68,1
9/23/2020 3:45,21.8,1,21.33,1,846,1,7.9,1,6.24,1,14.3,1
9/23/2020 4:00,21.7,1,22.23,1,846,1,7.89,1,6.23,1,20.86,1
9/23/2020 4:15,21.7,1,22.47,1,847,1,7.88,1,6.21,1,14.69,1
9/23/2020 4:30,21.7,1,23.03,1,848,1,7.85,1,6.2,1,12.06,1
9/23/2020 4:45,21.7,1,22.5,1,848,1,7.86,1,6.05,1,13.29,1
9/23/2020 5:00,21.6,1,23.54,1,848,1,7.85,1,6.18,1,13.57,1
9/23/2020 5:15,21.6,1,22.79,1,849,1,7.84,1,6.17,1,13.05,1
9/23/2020 5:30,21.6,1,22.54,1,849,1,7.84,1,6.04,1,11.97,1
9/23/2020 5:45,21.6,1,28.49,1,850,1,7.83,1,6.08,1,12.75,1
9/23/2020 6:00,21.5,1,23.73,1,850,1,7.82,1,6.03,1,11.69,1
9/23/2020 6:15,21.5,1,22.35,1,850,1,7.81,1,5.97,1,11.85,1
9/23/2020 6:30,21.5,1,20.93,1,850,1,7.82,1,5.98,1,12.29,1
9/23/2020 6:45,21.4,1,22.46,1,851,1,7.81,1,5.96,1,13.55,1
9/23/2020 7:00,21.4,1,23.84,1,852,1,7.8,1,5.93,1,11.51,1
9/23/2020 7:15,21.4,1,22.98,1,852,1,7.81,1,6,1,13.95,1
9/23/2020 7:30,21.3,1,22.03,1,852,1,7.8,1,5.95,1,11.14,1
9/23/2020 7:45,21.4,1,23.84,1,853,1,7.8,1,5.97,1,13.01,1
9/23/2020 8:00,21.4,1,22.04,1,853,1,7.8,1,5.98,1,11.03,1
9/23/2020 8:15,21.3,1,23.52,1,854,1,7.79,1,6.01,1,14.24,1
9/23/2020 8:30,21.4,1,22.55,1,855,1,7.79,1,5.94,1,11.25,1
9/23/2020 8:45,21.4,1,21.66,1,855,1,7.79,1,5.95,1,14.1,1
9/23/2020 9:00,21.5,1,23.09,1,856,1,7.8,1,5.92,1,12.98,1
9/23/2020 9:15,21.5,1,20.94,1,856,1,7.8,1,5.84,1,15.05,1
9/23/2020 9:30,21.5,1,21.35,1,857,1,7.79,1,5.77,1,13.94,1
9/23/2020 9:45,21.5,1,22.4,1,857,1,7.79,1,5.77,1,15.1,1
9/23/2020 10:00,21.5,1,20.87,1,857,1,7.78,1,5.61,1,9.15,1
9/23/2020 10:15,21.5,1,22.06,1,857,1,7.78,1,5.65,1,10.05,1
9/23/2020 10:30,21.5,1,20.79,1,857,1,7.78,1,5.62,1,11.06,1
9/23/2020 10:45,21.5,1,21.1,1,857,1,7.78,1,5.58,1,8,1
9/23/2020 11:00,21.5,1,19.09,1,857,1,7.79,1,5.71,1,9.13,1
9/23/2020 11:15,21.5,1,19.88,1,857,1,7.78,1,5.59,1,8.05,1
9/23/2020 11:30,21.5,1,19.61,1,857,1,7.78,1,5.61,1,7.94,1
9/23/2020 11:45,21.6,1,20.78,1,857,1,7.78,1,5.55,1,8.2,1
9/23/2020 12:00,21.5,1,20.6,1,858,1,7.77,1,5.44,1,7.62,1
9/23/2020 12:15,21.5,1,20.07,1,858,1,7.76,1,5.26,1,10.51,1
9/23/2020 12:30,21.6,1,19.85,1,858,1,7.75,1,5.2,1,6.93,1
9/23/2020 12:45,21.5,1,19.79,1,859,1,7.76,1,5.16,1,6.39,1
9/23/2020 13:00,21.7,1,19.11,1,858,1,7.78,1,5.41,1,9.22,1
9/23/2020 13:15,21.6,1,18.55,1,858,1,7.77,1,5.32,1,8.45,1
9/23/2020 13:30,21.6,1,18.92,1,858,1,7.75,1,5.15,1,7.6,1
9/23/2020 13:45,22.1,1,18.86,1,859,1,7.85,1,6.35,1,13.3,1
